date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:43:00	27238/27238	------	200	untouched ('OK')	text/html	date:Tue,%2011%20Dec%202018%2017:41:18%20GMT	http://dmcpa.com.hk/service.php?s=trademarkregistration&l=en	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/service60b5.html	(from http://dmcpa.com.hk/service.php?s=trademarkregistration)
01:43:00	26093/26093	------	200	untouched ('OK')	text/html	date:Tue,%2011%20Dec%202018%2017:41:18%20GMT	http://dmcpa.com.hk/service.php?s=certifiedtruecopy&l=tc	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/servicea5ee.html	(from http://dmcpa.com.hk/service.php?s=certifiedtruecopy)
01:43:00	26160/26160	------	200	untouched ('OK')	text/html	date:Tue,%2011%20Dec%202018%2017:41:18%20GMT	http://dmcpa.com.hk/service.php?s=certifiedtruecopy&l=sc	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/servicefcc7.html	(from http://dmcpa.com.hk/service.php?s=certifiedtruecopy)
01:43:00	26465/26465	------	200	untouched ('OK')	text/html	date:Tue,%2011%20Dec%202018%2017:41:19%20GMT	http://dmcpa.com.hk/service.php?s=certifiedtruecopy&l=en	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/service89bb.html	(from http://dmcpa.com.hk/service.php?s=certifiedtruecopy)
01:43:00	26777/26777	------	200	untouched ('OK')	text/html	date:Tue,%2011%20Dec%202018%2017:41:19%20GMT	http://dmcpa.com.hk/linkage.php?l=tc	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/linkagef434.html	(from http://dmcpa.com.hk/linkage.php)
01:43:00	26779/26779	------	200	untouched ('OK')	text/html	date:Tue,%2011%20Dec%202018%2017:41:19%20GMT	http://dmcpa.com.hk/linkage.php?l=sc	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/linkageae10.html	(from http://dmcpa.com.hk/linkage.php)
01:43:00	26934/26934	------	200	untouched ('OK')	text/html	date:Tue,%2011%20Dec%202018%2017:41:20%20GMT	http://dmcpa.com.hk/linkage.php?l=en	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/linkaged8cc.html	(from http://dmcpa.com.hk/linkage.php)
01:43:00	19501/19501	------	200	untouched ('OK')	text/html	date:Tue,%2011%20Dec%202018%2017:41:20%20GMT	http://dmcpa.com.hk/contact.php?l=tc	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/contactf434.html	(from http://dmcpa.com.hk/contact.php)
01:43:00	19503/19503	------	200	untouched ('OK')	text/html	date:Tue,%2011%20Dec%202018%2017:41:20%20GMT	http://dmcpa.com.hk/contact.php?l=sc	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/contactae10.html	(from http://dmcpa.com.hk/contact.php)
01:43:00	19580/19580	------	200	untouched ('OK')	text/html	date:Tue,%2011%20Dec%202018%2017:41:20%20GMT	http://dmcpa.com.hk/contact.php?l=en	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/contactd8cc.html	(from http://dmcpa.com.hk/contact.php)
01:44:09	3625194/3625194	UR-M--	200	updated ('Partial%20Content')	image/png	etag:%2257015f2-3750ea-5564a9560a39d%22	http://dmcpa.com.hk/img/banner.png	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/img/banner.png	(from http://dmcpa.com.hk/)
01:44:09	22327/22327	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Dec%202018%2017:44:07%20GMT	http://dmcpa.com.hk/news.php?id=4&l=tc	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/news9b7b.html	(from http://dmcpa.com.hk/news.php?id=4)
01:44:09	22329/22329	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Dec%202018%2017:44:07%20GMT	http://dmcpa.com.hk/news.php?id=4&l=sc	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/news7c4a.html	(from http://dmcpa.com.hk/news.php?id=4)
01:44:09	22770/22770	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Dec%202018%2017:44:07%20GMT	http://dmcpa.com.hk/news.php?id=4&l=en	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/news06e0.html	(from http://dmcpa.com.hk/news.php?id=4)
01:44:10	24337/24337	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Dec%202018%2017:44:07%20GMT	http://dmcpa.com.hk/lists.php	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/lists.html	(from http://dmcpa.com.hk/news.php?id=4)
01:44:10	24370/24370	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Dec%202018%2017:44:08%20GMT	http://dmcpa.com.hk/lists.php?category=1	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/lists7a81.html	(from http://dmcpa.com.hk/news.php?id=4)
01:44:10	21480/21480	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Dec%202018%2017:44:08%20GMT	http://dmcpa.com.hk/lists.php?category=3	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/listsdb58.html	(from http://dmcpa.com.hk/news.php?id=4)
01:44:10	23129/23129	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Dec%202018%2017:44:08%20GMT	http://dmcpa.com.hk/news.php?id=2&l=tc	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/news12c9.html	(from http://dmcpa.com.hk/news.php?id=2)
01:44:11	23131/23131	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Dec%202018%2017:44:08%20GMT	http://dmcpa.com.hk/news.php?id=2&l=sc	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/newsc46e.html	(from http://dmcpa.com.hk/news.php?id=2)
01:44:11	21842/21842	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Dec%202018%2017:44:09%20GMT	http://dmcpa.com.hk/news.php?id=2&l=en	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/news62a7.html	(from http://dmcpa.com.hk/news.php?id=2)
01:44:11	25659/25659	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Dec%202018%2017:44:09%20GMT	http://dmcpa.com.hk/about.php?page=about&l=tc	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/about16fb.html	(from http://dmcpa.com.hk/about.php?page=about)
01:44:11	31025/31025	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Dec%202018%2017:44:09%20GMT	http://dmcpa.com.hk/page.php?page=termsOfUse&l=tc	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/page0a67.html	(from http://dmcpa.com.hk/page.php?page=termsOfUse)
01:44:12	25662/25662	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Dec%202018%2017:44:09%20GMT	http://dmcpa.com.hk/about.php?page=about&l=sc	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/about37ab.html	(from http://dmcpa.com.hk/about.php?page=about)
01:44:12	31027/31027	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Dec%202018%2017:44:09%20GMT	http://dmcpa.com.hk/page.php?page=termsOfUse&l=sc	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/page5235.html	(from http://dmcpa.com.hk/page.php?page=termsOfUse)
01:44:12	31182/31182	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Dec%202018%2017:44:10%20GMT	http://dmcpa.com.hk/page.php?page=termsOfUse&l=en	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/page00a4.html	(from http://dmcpa.com.hk/page.php?page=termsOfUse)
01:44:12	26195/26195	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Dec%202018%2017:44:10%20GMT	http://dmcpa.com.hk/about.php?page=about&l=en	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/about717b.html	(from http://dmcpa.com.hk/about.php?page=about)
01:44:13	31838/31838	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Dec%202018%2017:44:10%20GMT	http://dmcpa.com.hk/page.php?page=privacy&l=tc	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/pagee4a5.html	(from http://dmcpa.com.hk/page.php?page=privacy)
01:44:13	31840/31840	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Dec%202018%2017:44:10%20GMT	http://dmcpa.com.hk/page.php?page=privacy&l=sc	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/pageb1f6.html	(from http://dmcpa.com.hk/page.php?page=privacy)
01:44:13	31992/31992	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Dec%202018%2017:44:11%20GMT	http://dmcpa.com.hk/page.php?page=privacy&l=en	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/page48b3.html	(from http://dmcpa.com.hk/page.php?page=privacy)
01:44:14	25186/25186	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Dec%202018%2017:44:11%20GMT	http://dmcpa.com.hk/page.php?page=disclaimer&l=tc	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/page1691.html	(from http://dmcpa.com.hk/page.php?page=disclaimer)
01:44:14	25188/25188	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Dec%202018%2017:44:12%20GMT	http://dmcpa.com.hk/page.php?page=disclaimer&l=sc	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/page4d50.html	(from http://dmcpa.com.hk/page.php?page=disclaimer)
01:44:14	25341/25341	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Dec%202018%2017:44:12%20GMT	http://dmcpa.com.hk/page.php?page=disclaimer&l=en	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/pageacb0.html	(from http://dmcpa.com.hk/page.php?page=disclaimer)
01:44:16	23943/23943	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Dec%202018%2017:44:13%20GMT	http://dmcpa.com.hk/lists.php?l=tc	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/listsf434.html	(from http://dmcpa.com.hk/lists.php)
01:44:17	23945/23945	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Dec%202018%2017:44:14%20GMT	http://dmcpa.com.hk/lists.php?l=sc	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/listsae10.html	(from http://dmcpa.com.hk/lists.php)
01:44:17	24337/24337	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Dec%202018%2017:44:14%20GMT	http://dmcpa.com.hk/lists.php?l=en	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/listsd8cc.html	(from http://dmcpa.com.hk/lists.php)
01:44:17	23976/23976	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Dec%202018%2017:44:15%20GMT	http://dmcpa.com.hk/lists.php?category=1&l=tc	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/lists840f.html	(from http://dmcpa.com.hk/lists.php?category=1)
01:44:17	23978/23978	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Dec%202018%2017:44:15%20GMT	http://dmcpa.com.hk/lists.php?category=1&l=sc	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/listsf0b9.html	(from http://dmcpa.com.hk/lists.php?category=1)
01:44:18	24370/24370	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Dec%202018%2017:44:15%20GMT	http://dmcpa.com.hk/lists.php?category=1&l=en	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/lists0843.html	(from http://dmcpa.com.hk/lists.php?category=1)
01:44:18	21393/21393	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Dec%202018%2017:44:16%20GMT	http://dmcpa.com.hk/lists.php?category=3&l=tc	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/lists5620.html	(from http://dmcpa.com.hk/lists.php?category=3)
01:44:18	21395/21395	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Dec%202018%2017:44:16%20GMT	http://dmcpa.com.hk/lists.php?category=3&l=sc	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/listsebf0.html	(from http://dmcpa.com.hk/lists.php?category=3)
01:44:19	21480/21480	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Dec%202018%2017:44:16%20GMT	http://dmcpa.com.hk/lists.php?category=3&l=en	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/lists251f.html	(from http://dmcpa.com.hk/lists.php?category=3)
01:44:20	75556/75556	---M--	200	added ('OK')	application/pdf	etag:%225701a76-12724-55d35a8b755ec%22	http://dmcpa.com.hk/includes/download/Jurisdictions-Comparison-Chart-Chi.pdf	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/includes/download/Jurisdictions-Comparison-Chart-Chi.pdf	(from http://dmcpa.com.hk/service.php?s=overseascompanysetup&l=tc)
