date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:39:33	92/92	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Dec%202018%2017:39:31%20GMT	http://dmcpa.com.hk/robots.txt		(from )
01:39:33	33152/33152	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Dec%202018%2017:39:31%20GMT	http://dmcpa.com.hk/	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/index.html	(from )
01:39:33	3233/3233	---M--	200	added ('OK')	image/png	etag:%225701569-ca1-55ece71af4240%22	http://dmcpa.com.hk/favicon.png	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/favicon.png	(from http://dmcpa.com.hk/)
01:39:34	31000/31000	---M--	200	added ('OK')	text/css	etag:%2257015db-7918-5564a94eb5f57%22	http://dmcpa.com.hk/css/font-awesome.min.css	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/css/font-awesome.min.css	(from http://dmcpa.com.hk/)
01:39:35	121200/121200	---M--	200	added ('OK')	text/css	etag:%2257015d8-1d970-55d3612f1c90f%22	http://dmcpa.com.hk/css/bootstrap.min.css	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/css/bootstrap.min.css	(from http://dmcpa.com.hk/)
01:39:37	16952/16952	---M--	200	added ('OK')	text/css	etag:%2257015d9-4238-5564a94e734e8%22	http://dmcpa.com.hk/css/animate.min.css	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/css/animate.min.css	(from http://dmcpa.com.hk/)
01:39:37	2944/2944	---M--	200	added ('OK')	text/css	etag:%2257015dd-b80-5564a94ee12c3%22	http://dmcpa.com.hk/css/owl.carousel.min.css	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/css/owl.carousel.min.css	(from http://dmcpa.com.hk/)
01:39:37	6951/6951	---M--	200	added ('OK')	text/css	etag:%2257015dc-1b27-5564a94edc0bb%22	http://dmcpa.com.hk/css/magnific-popup.css	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/css/magnific-popup.css	(from http://dmcpa.com.hk/)
01:39:37	67340/67340	---M--	200	added ('OK')	text/css	etag:%2257015d6-1070c-57817fc4d4e1d%22	http://dmcpa.com.hk/style.css	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/style.css	(from http://dmcpa.com.hk/)
01:39:38	4429/4429	---M--	200	added ('OK')	text/css	etag:%2257015de-114d-55d38120c2c3b%22	http://dmcpa.com.hk/css/responsive.css	C:/Users/Angus/Desktop/WebTest/Account/dmcpa.com.hk/css/responsive.css	(from http://dmcpa.com.hk/)
